# w1 <TAB> w2 <TAB> count — from the Dhivehi Wikipedia dump.
ލޭގެ	ރަތް	141
ވަނަ	ދުވަހުއެވެ	140
ދުނިޔޭގެ	އަލިކަން	136
ދިރިއުޅޭ	ރަށްތަކުގެ	135
އާދަޔާ	ޚިލާފަށް	134
ކަންތައްތައް	ހިމެނެއެވެ	133
ޖީ	ޑީ	133
ނަސްލު	އުފައްދާ	132
ތިރީގައި	މިވަނީ	131
ޙާދިސާތައް	އުފަންވި	131
އެވެ	ވަނަ	130
ވަނަ	ބައި	130
ޖޯޖް	ވޮޝިންގޓަން	130
ރަސްކަމަށް	އިސްވެ	130
އަދި	އިތުރަށް	129
އަދި	ވަނަ	128
އެންމެ	ގިނަ	128
ވަނައަށް	އެންމެ	128
ކީރިތި	ރަސޫލާ	128
ރިޕަބްލިކް	އޮފް	127
ތާރީޚްގެ	ތެރެއިން	127
ހިންދީ	ފިލްމީ	127
ކާތަކެތި	ހިގާ	126
އެވެ	މިއީ	125
ޚިދުމަތްކުރާ	ގައުމީ	125
މި	ޤައުމަކީ	124
ވަކި	ޚާއްޞަ	124
ރައްޔިތުންގެ	މަޖިލީހުގެ	124
ޑޮކްޓަރ	އޮފް	124
އިން	ފެށިގެން	123
ދިވެހި	ފިލްމީ	123
އެންމެ	ފަހުން	122
ވަރަށް	ބޮޑު	122
ފާހަގަ	ކޮށްލެވޭ	122
ވުރެ	ގިނަ	122
މޭޖަރ	ޖެނެރަލް	122
ދިވެހިބަހާއި	ތާރީޚަށް	121
އަލިކަން	ދެކެވަޑައިގަތީ	120
ޕީއެޗްޑީ	ހަދާފައިވާ	120
ހަޖަމުކުރާ	ނިޒާމް	120
ޖޯން	އެޑަމްސް	120
ބިމުގެ	ބޮޑުމިނަކީ	118
ގެ	ނަމުގައި	118
އޮފް	ފިލޯސަފީ	118
ރަސްމީ	ބަހަކީ	117
ފައިސާގެ	ގޮތުން	117
ޤިސްމު	ޕީއެޗްޑީ	117
ހަދާފައިވާ	ދިވެހިން	117
އެވެ	މި	116
ބޮޑު	ޝަހަރަކީ	116
ދިގު	މުއްދަތެއްގައި	116
އޭ	ކިޔޭ	115
ކޯލިން	ކޯޑަކީ	115
ހަދާނާއި	ތާރީޚްގެ	115
ބައި	އަހުމަދު	115
އަހުމަދު	ނަޖީބް	115
އަވަސް	ކަޅިއަކުން	114
ކަޅިއަކުން	ބަލައިލުމެއް	114
އެވެ	ކޯލިން	114
އެވެ	ފައިސާގެ	114
ގޮތުން	ބޭނުންކުރަނީ	114
ބައެއް	ކަހަލަ	114
އަދި	ބައެއް	114
ގައުމީ	މަރުކަޒު	114
އޮފް	ޑިފެންސް	114
އާބާދީއަކީ	މިލިއަނެވެ	113
އިންޓަނެޓް	ކޯޑަކީ	113
ޕީ	ޕަރކެޕިޓާ	113
ޕަރކެޕިޓާ	އަކީ	113
އަކީ	ޑޮލަރެވެ	113
މިވަނީ	އެވެ	113
އިޤްތިޞާދީ	ގޮތުން	111
ދުއްވާއެއްޗެހި	ދުއްވަނީ	111
އަކަކިލޯމީޓަރެވެ	ދުއްވާއެއްޗެހި	110
ކުޑަކަމުދާ	ތަކެތި	110
ވަރަށް	ގިނައިން	109
ރަސްކަން	ކުރެއްވި	109
އެންމެ	މަތީ	109
ވަނަ	އަހަރާ	109
ވެސް	ކިޔައެވެ	109
ޖިންސީ	ގުޅުން	109
އައްސުލްޠާން	މުޙައްމަދު	108
ސުލްޠާން	ޙަސަން	108
ހަރުކައްޓާއެކު	އާއި	108
ވާހަކަ	ދައްކަނީ	107
ޤައުމުގެ	ޖީ	107
ހުރެއެވެ	އަދި	107
މަހެކެވެ	މަހުގެ	107
ނިސްބަތްވާ	މީހުންނެވެ	106
ދުނިޔޭގައި	ވަނައަށް	106
މިއީ	ދުނިޔޭގައި	105
އޭނާ	އަކީ	105
ނަޖީބް	ޤިސްމު	105
ގެ	ސަބަބުން	105
މިއީ	ދިވެހިން	105
ޤައުމުގެ	އެންމެ	104
އެވެ	ނަމަވެސް	104
މަސައްކަތް	ތަކުގެ	104
ރަށަކީ	ވެސް	104
ދިވެހި	ފިލްމް	104
ދޮށިމޭނާ	ކިލެގެފާނު	103
މީހުންނަށް	ކިޔަނީ	103
އަކީ	ވެސް	103
މާބަނޑު	ދުވަސްވަރު	103
ވޮރަންޓް	އޮފިސަރ	103
ޗީފް	އޮފް	103
ވެއެވެ	އެއީ	101
މި	ގޮތުން	101
ކުޑަ	ގޮހޮރުގެ	101
މީހުން	މި	100
ފިލްމީ	ތަރި	100
މަހެކެވެ	މިއީ	100
ފަދަ	ތަކެތި	99
ތަކުގެ	މައްޗަށެވެ	99
ގިނަ	މީހުން	99
އެއީ	ހިޖުރައިން	99
އެކަށީގެންވާ	ކަމެކެވެ	99
ބަލިތައް	ޤިސްމު	99
ޤައުމެކެވެ	އިޤްތިޞާދު	99
ޤައުމެވެ	ބިމުގެ	98
ޤައުމުގެ	އިޤްތިޞާދު	98
ރަސްމީ	ވެބްސައިޓް	97
ކުރާ	ތަފާތު	97
ނަސްލަށް	ނިސްބަތްވާ	97
ދިވެހިރާއްޖޭގެ	ޤައުމީ	97
ވެބްސައިޓް	ޤިސްމު	96
ޤައުމުގެ	އާބާދީއަކީ	96
ރައްޔިތުން	ކުރާ	96
ކަމަށް	ވެއެވެ	95
ދިވެހިން	ޤިސްމު	95
ދުވަހުން	ފެށިގެން	95
ދީދީ	އަކީ	95
ކުޑަ	ގޮހޮރު	95
ނާރވަސް	ސިސްޓަމް	95
ގައުމުގެ	ރައްޔިތުން	94
ރައްޔިތުން	މަޖުލީހުގެ	94
ނ	އަތޮޅު	94
މީލާދީން	ން	93
ދުއްވަނީ	ކަނާތްފަރާތުންނެވެ	93
އިޤްތިޞާދު	ޤައުމުގެ	93
އިޤްތިޞާދު	ބިނާ	93
ބިނާ	ވެގެންވަނީ	93
ވެގެންވަނީ	ގައުމުގެ	93
ތަފާތު	މަސައްކަތް	93
ފިލްމީ	ތަރިއެކެވެ	93
މި	ރަށުގައި	93
ގިނައިން	އުޅޭ	93
ސިފައިންގެ	ޚިދުމަތުގެ	93
ކަނާތްފަރާތުންނެވެ	އިންޓަނެޓް	92
ތަކުގެ	ތެރެއިން	92
ބެސްޓް	އެކްޓަރ	92
މަސްތައް	ޤިސްމު	92
އެހެން	ޤައުމު	91
ޤައުމު	ތަކެކޭ	91
ތަކެކޭ	އެއްފަދައިން	91
އެއްފަދައިން	ފާހަގަ	91
ކޮށްލެވޭ	ޤައުމެކެވެ	91
މަހެކެވެ	މިމަސް	91
އަދި	އެންމެ	90
ޤައުމަކީ	އެހެން	90
ޙަޔާތުނާމާ	ޤިސްމު	90
އިޤްތިޞާދު	އިޤްތިޞާދީ	90
ޖެހޭ	ބައްޔެކެވެ	90
ހިމެނެއެވެ	އަދި	89
އިން	އަށް	89
ކުރައްވާފައި	ވެއެވެ	89
ކުރައްވާފައިވާ	ބޭފުޅެކެވެ	89
އެވޯޑް	ބެސްޓް	89
މުޙައްމަދު	ދީދީ	88
ގައި	ހުންނަ	88
ސަބަބުން	ޖެހޭ	88
ސެންޓި	މީޓަރަށެވެ	88
ދިވެހި	ބަހުންނެވެ	87
ދިވެހިރާއްޖޭގެ	ދީނީ	87
މިބާވަތުގެ	މަސް	87
ފިރިހެން	ހަށީގައި	87
ދިވެހި	ރާއްޖޭގެ	86
އިބްރާހީމް	ނާޞިރު	86
ގައި	ހިމެނޭ	86
އެން	ޑީ	86
އަހަރު	ނިކުތް	86
ހޯރމޯން	އެކެވެ	86
ދައްކަނީ	ދިވެހި	85
ވަޒީފާ	އަދާ	85
އެއްފަދައިން	މި	85
ރަށުގައި	ދިރިއުޅެނީ	85
ގޮތުން	ކުރާ	85
އަދި	އެ	84
އަދި	އޭގެ	84
އަކީ	ވަރަށް	84
ކުޑަކަމުދާ	ހޮޅި	84
އަލާމާތްތަކުގެ	ތެރޭގައި	84
ން	އަށެވެ	84
ދިރިއުޅެނީ	ދިވެހި	84
ދިވެހި	ނަސްލަށް	84
ބޮޑުވަނީ	ސެންޓި	84
އަދި	މިއީ	83
ކުރެވިފައި	ވެއެވެ	83
އުތުރުގައި	އޮތީ	83
މަސައްކަތްތަކަކީ	މަސްވެރިކަމާއި	83
ދީނީ	ޢިލްމުވެރީން	83
ބޮލުގައި	ރިހުން	83
އަދާ	ކުރުމެވެ	83
އެމް	އެން	83
ދިވެހިރާއްޖޭގެ	އެހެން	83
މަސައްކަތް	ތަކުގައި	83
ވަރަށް	މުހިއްމު	82
ޖިންސީ	ގުނަވަން	82
މީޓަރާއި	ދެމެދުގެ	82
ހަކުރު	ބަލި	82
އެހެން	ރަށްރަށެކޭ	82
ރަށްރަށެކޭ	އެއްފަދައިން	82
ވެސް	މުރަކައިގެ	82
މުރަކައިގެ	ދޮންވެލިން	82
ދޮންވެލިން	އުފެދިފައިވާ	82
ޖަޒީރާ	ރަށެކެވެ	82
މީހުންނެވެ	ވާހަކަ	82
ފަތުރުވެރިކަމުގެ	މަސައްކަތް	82
ތަކުގައި	ވަޒީފާ	82
ވަނީ	ވަނަ	81
ދީދީ	އެވެ	81
ލޭގެ	ޕްރެޝަރު	81
އުފެދިފައިވާ	ޖަޒީރާ	81
ކުރާ	މަސައްކަތްތަކަކީ	81
އިތުރުން	ފަތުރުވެރިކަމުގެ	81
ޚާއްޞަ	ނަމެއް	81
ދެކުނުގައި	އޮތީ	80
ޔުނިވަރސިޓީ	އޮފް	80
ދެވަނަ	ފަހަރަށް	80
ސުމުއްވުލް	އަމީރު	80
މަސްވެރިކަމާއި	ދަނޑުވެރިކަމުގެ	80
ރަށެކެވެ	ދިވެހިރާއްޖޭގެ	80
އޭގެ	ސަބަބުން	80
ދިވެހިރާއްޖޭގެ	އިސްލާމީ	80
އަކީ	އިންޑިޔާގެ	80
ދަނޑުވެރިކަމުގެ	އިތުރުން	80
ތާރީޚްގެ	ތަންތަންކޮޅު	80
ޖުލައި	ދިވެހިރާއްޖެ	80
ހަރުކައްޓާއެކު	މަޑުކަށި	80
ކަމުގައި	ވިޔަސް	79
ވަނަ	ޤަރުނުގެ	79
މައިގަނޑު	ގޮތެއްގައި	79
އޮފް	ދަ	79
ފެށިގެން	ވަނަ	79
މީހުންގެ	ތެރެއިން	79
މިހާރު	ހުންނެވީ	79
ދުނިޔޭގެ	އަޖައިބުތައް	79
ކަންތައްތަކުގެ	ތެރޭގައި	79
ދިވެހިން	ކެއުމަށް	79
މަހެއް	ނޫނެވެ	79
ޚިދުމަތުގެ	ކުލަ	79
އަށް	ވުރެ	78
ތަފާތު	އެތައް	78
އޭ	ވެސް	78
މުހިއްމު	ކަމެކެވެ	78
އެންޑަކްރިން	ނިޒާމް	78
ޖޭމްސް	މެޑިސަން	78
އަކީ	މީލާދީން	78
ދިވެހިރާއްޖޭގެ	ތާރީޚްގެ	77
ތަންތަންކޮޅު	މުޙައްމަދު	77
ބޭނުންކޮށް	އުޅޭ	77
ޑރ	ޢަލީ	77
އޮތް	އެންމެ	76
މިކަމުގެ	ސަބަބުން	76
ކުރެވުނު	ދިވެހިރާއްޖޭގެ	76
ފިލްމް	ފެއަރ	76
ފިލްމީ	ތަރިން	76
ހުރެއެވެ	ޤިސްމު	76
މިބާވަތުގެ	މިޔަރު	76
ޑީ	އެފް	76
ހިމެނެއެވެ	މީގެ	75
ގޮތުން	ބަލާއިރު	75
ވަނަ	އަހަރުގައި	75
ޤިސްމު	ދުނިޔޭގެ	75
ބައްލަވާ	ލައްވާ	75
އަކީ	ވަނަ	75
ވިޓަމިން	ބީ	75
ދިވެހިރާއްޖޭގެ	ރަސްކަން	75
ފިލްމީ	ދާއިރާއަށް	75
އެންމެ	އާންމު	74
މީގެ	ތެރޭގައި	74
ތެރޭގައި	ހުންނަ	74
ކުރެއްވި	ރަދުންނެވެ	74
ނިޒާމްގައި	ހިމެނޭ	74
ހުރަސް	ފަލަ	74
ބަހުންނެވެ	އިޤްތިޞާދު	74
ނުވަތަ	މަޑުކަށި	74
ދިގު	ފިލްމް	74
އަދި	ހަމަ	73
ގިނަ	އަދަދަކަށް	73
ބޭފުޅެކެވެ	ޑރ	73
މުޙައްމަދު	ޝަމްސުއްދީން	73
އަންހެނާގެ	ޖިންސީ	73
މިރަދުން	ރަސްކަމަށް	73
އޮފިސަރ	ގްރޭޑް	73
މިއަދު	ކްރިސްޓަލް	73
ރިޓަޔަރޑް	އަޙްމަދު	73
ހަމަ	އެހެންމެ	72
ވާހަކަ	ދައްކާ	72
ބަހެވެ	އިނގިރޭސި	72
ގިނަ	ދުވަހު	72
ތަންގީޙު	ކުރެވުނު	72
ކްރިސްޓަލް	އެވޯޑް	72
އެވެ	މީގެ	71
އެންމެ	މުހިއްމު	71
ދެވަނަ	ބޮޑު	71
އޭގެ	ތެރެއިން	71
ކަމަށް	ވެސް	71
ޢަބްދު	ސަޢީދު	71
ފެކަލްޓީ	އޮފް	71
ރަށެކެވެ	މީހުން	71
މީގެ	ތެރެއިން	70
ދުނިޔޭގެ	އެންމެ	70
އެންމެ	ބޮޑަށް	70
ޚިދުމަތް	ކުރުމުގެ	70
ރަތް	ސެލް	70
ބާވަތެކެވެ	މިއީ	70
އިޚްލާޞްތެރި	ޚިދުމަތުގެ	70
އަދި	މީގެ	69
އެހެންކަމުން	މިއީ	69
ގިނަ	ބަޔަކު	69
ގާނޫނު	އަސާސީ	69
ވަނަ	ދުވަހުން	69
ޤިސްމު	އެކަށޭނަ	69
އެކަށޭނަ	ލިޔުން	69
ހަށިގަނޑަށް	ބޭނުންވާ	69
ޤިސްމު	ހަޖަމުކުރާ	69
ޤިސްމު	ހިންދީ	69
އެމެރިކާގެ	ވަނަ	69
ރާއްޖޭގެ	ފަރުފަޅުތަކުގެ	69
ހަރުކޮށް	ހުންނަ	69
ލިބިފައި	ވެއެވެ	68
އަތޮޅު	ތަޢުލީމީ	68
ފ	ނިލަންދޫ	68
ގެ	ތެރޭގައި	68
ކިޔައި	އުޅެއެވެ	68
އޮފް	ހެލްތު	68
އަށްވުރެ	ގިނަ	68
ރަދުންނެވެ	އެއީ	68
ކުޅެފައިވާ	ފިލްމްތައް	68
އެވޯޑް	އެންމެ	68
ވެސް	ވަރަށް	67
އާއި	ދެމެދު	67
ގިނަ	ފަހަރު	67
އިރުމަތީގައި	އޮތީ	67
ވަނަ	ދުވަހުގެ	67
މުޙައްމަދު	ޢިމާދުއްދީނު	67
ހިގާ	ހޮޅި	67
ވިޓަމިން	އޭ	67
އަށް	ދިވެހިރާއްޖޭގެ	67
އަށް	އެންމެ	66
މަސައްކަތް	ކުރެއްވި	66
ބަހުން	މި	66
ޤައުމުގެ	މީހުންނަށް	66
ޤައުމެކެވެ	އަވަސް	66
ނަމަވެސް	ބައެއް	66
ލޭގެ	ހުދު	66
މަރުޖިޢުތައް	ތަންގީޙު	66
ސިފައިންގެ	ޚިދުމަތުން	66
ބައެއް	މީހުން	65
ނިސްބަތްވާ	ޤައުމެކެވެ	65
ވަނަ	އަހަރާއި	65
ފަރީދު	ދީދީ	65
ނަސްލުގެ	މީހުންނެވެ	65
ދިވެހި	ބަހުން	65
މަރުޖިޢުތައް	ހަދާނާއި	65
މިއީ	ވަރަށް	65
ކަށި	ހުރެއެވެ	65
ބޭނުން	ކުރެއެވެ	64
ވެސް	އެ	64
އާއި	އެކު	64
ފެނިދާނެ	އަލާމާތްތަކުގެ	64
ސަބަބުން	ވެސް	64
ދިވެހިރާއްޖޭގެ	ސްކޫލުތައް	64
އަކީ	ދިވެހިރާއްޖޭގެ	63
އެންމެ	އިސް	63
ވެފައި	ވެއެވެ	63
އަދިވެސް	ބައްލަވާ	63
ކުރިމަތި	ކުރުވައެވެ	63
ބޮޑު	ގޮހޮރު	63
ރައީސުލް	ޖުމްހޫރިއްޔާ	62
ޖުލައި	ގައި	62
ސްޕޯޓްސް	ކްލަބް	62
އުމުރުން	އަހަރުގައި	62
ހުޅަނގުގައި	އޮތީ	62
އިބްރާހީމް	މުޙައްމަދު	62
އޮފް	ފިޝަރީޒް	62
ތެރޭގައި	ހިމެނެނީ	62
އޭނާ	ވަނީ	62
މަހުގެ	މަތީ	62
ވެރިރަށަކީ	ވެސް	61
ބާވަތްތަކުގެ	ތެރޭގައި	61
ކީރިތި	ރަސޫލާގެ	61
ގައެވެ	އެއީ	61
އަލްއުސްތާޛު	މައުމޫން	61
އެންމެ	ފަހު	61
އިސްވެ	ވަޑައިގަތީ	61
ޖޯން	ކުއިންސީ	61
ކުއިންސީ	އެޑަމްސް	61
ކެއުމަށް	ބޭނުންކޮށް	61
އޮޅުދޫ	ކަރައިގެ	60
އާއި	އޭނާގެ	60
ވެސް	މިއީއެވެ	60
ކޮންމެވެސް	ވަރަކަށް	60
އާބާދީގެ	މީހުންނަކީ	60
އުފަންވެ	ވަޑައިގަތީ	60
ކޮންމެ	ފަހަރަކު	60
ހިޖުރައިން	ން	60
ފުރުއްވި	މަގާމްތައް	60
އައިން	ހަދައިގެން	60
ކޮތަރިބައިގައި	ހަރުކޮށް	60
ހުންނަނީ	ވަރަށް	59
އެންމެ	ދުވަސްވީ	59
ފުރަގަސް	ފަރާތް	59
ޖޭމްސް	މޮންރޯއި	59
މިއިން	ކޮންމެ	58
މަހުގެ	ތެރޭގައެވެ	58
ހިމެނެއެވެ	ޤިސްމު	58
ވެއެވެ	ޤިސްމު	58
ސުލްޠާން	އިބްރާހީމް	58
އަންނަނިވި	ކަންތައްތައް	58
ލިބިފައިވާ	އެވޯޑްތައް	58
ރިކޯޑް	ކުރެވިފައި	58
ވަނަ	ރައީސެވެ	58
ޤިސްމު	އެންޑަކްރިން	58
ތައިރޮއިޑް	ގްލޭންޑް	58
ދިވެހި	ސިފައިންގެ	58
އަދި	މި	57
ކޮށްފައި	ވެއެވެ	57
އެކުލެވިގެން	ވެއެވެ	57
އަކީ	އެމެރިކާގެ	57
އިގިރޭސި	ވިލާތުގެ	57
އޭ	ކިޔާ	57
ފާލަންތައް	ޤިސްމު	56
ވެއެވެ	މީގެ	56
މިލިއަނެވެ	އެހެންކަމުން	56
ހޯދިފައެއް	ނުވެއެވެ	56
ވަނަ	ގަރުނުގެ	56
ގެ	ގޮތުގައި	56
ޓޮމް	އެންޑް	56
މުޙައްމަދު	ޒާހިރު	56
ފުރަމޭ	ދުޅަވުން	56
މުއްދަތެއްގައި	ޚިދުމަތް	56
މުހިއްމު	ދައުރެއް	55
ބައެއް	މީހުންނަށް	55
ވެސް	ހިމެނެއެވެ	55
އެވެ	އޭނާ	55
ތެރެއިން	އެއް	55
ޑިޕާޓްމަންޓް	އޮފް	55
ރައްޔިތުންގެ	ޚާއްޞަ	55
ކަމެއް	ނޫނެވެ	55
އުފައްދާ	ނިޒާމް	55
ދިވެހިންގެ	ތެރޭގައި	55
އެވެ	އޭގެ	55
ޓީ	ސެލް	55
އަވަހާރަވީ	ހިޖުރައިން	55
ސާރޖަންޓް	މޭޖަރ	55
ޑިފެންސް	ފޯސް	55
ކޮތަރިބައިގައި	އާއި	55
އޭ	ކިޔައެވެ	54
ކަމުގައި	ބުނެވެއެވެ	54
ތަފާތު	ވައްތަރުގެ	54
ވަނަ	އަހަރެވެ	54
އަމިއްލަ	ދިރިއުޅުން	54
މަހަށް	ހޮވާލެވިފައިވާ	54
ހޮވާލެވިފައިވާ	މަޒްމޫނު	54
ސިސްޓެމިކް	ލޫޕަސް	54
ސަޕޯޓިންގ	އެކްޓަރ	54
ކުލައެވެ	މަހުގެ	54
ފުރިހަމަ	ކުރެއްވި	54
ވަނަ	އަށް	53
ދެއްވި	އެވެ	53
ގޮސްފައި	ވެއެވެ	53
މަހުދީ	އަހުމަދު	53
ޤިސްމު	ކާނާގެ	53
ކާނާގެ	ބައިތަކާއި	53
ބައިތަކާއި	ވައްތަރުތައް	53
ޢާއްމު	މަޢުލޫމާތު	53
ކެއުމަށް	ބޭނުންކުރާ	53
މާރޗް	ދިވެހިރާއްޖެ	53
ރީނދޫ	ކުލައެވެ	53
ކޮމާންޑިންގ	އޮފިސަރުގެ	53
ބަހުން	ވާހަކަ	52
އަހަރު	ކުރިން	52
ސިފައިންގެ	ތެރޭގައި	52
ދެވަނަ	ފަހަރު	52
ގެ	ނަމުން	52
މިއީ	ރާއްޖޭގެ	52
ތާރީޚުގެ	ތެރެއިން	52
ފެށިގެން	ގޮސް	52
އާއި	ގުޅިގެން	52
ޖެހުމުގެ	ފުރުޞަތު	52
ޙަސަން	ނޫރައްދީން	52
އިސްވެ	ވަޑައިގަތި	52
ޕްރޮސްޓޭޓް	ގްލޭންޑް	52
މައްޗަށްއަރާ	ފަލަ	52
މިބައި	އިންނަނީ	52
މެދުވެރި	ކުރުވައެވެ	52
ދިވެހިރާއްޖެ	ޤިސްމު	52
މީރު	މަހެކެވެ	52
ހުންނަ	ކައްޓާއި	52
ފިލްމް	އެންމެ	52
މުޙައްމަދު	ބިން	51
މި	ދެ	51
އދ	ގެ	51
ދުނިޔޭގައި	އެންމެ	51
މި	ނަން	51
ވެގެން	ދިޔައީ	51
މާރޗް	ގައި	51
އޮފް	އިސްލާމިކް	51
ފާހަގަ	ކުރެވިފައި	51
ރަންނަބަނޑޭރި	ކިލެގެފާނު	51
މުޙައްމަދު	ނަޝީދު	51
ކުރެއްވި	ބޭފުޅެކެވެ	51
އަހަރު	ވަނަ	51
ޤާސިމް	އިބްރާހީމް	51
އައްސުލްޠާން	އިބްރާހީމް	51
ފަދަ	ކަމެއް	51
ލޭގެ	ތެރެއަށް	51
ސްޕައިނާ	ބިފިޑާ	51
ވަރަށް	މަދުން	51
ޑްރާމާ	ސިލްސިލާ	51
ކޮޅު	ހުންނަނީ	51
މަޒްމޫނު	ތަޞްވީރު	51
ތަޞްވީރު	ޢާއްމު	51
ބެސްޓް	ސަޕޯޓިންގ	51
އެޕްރީލް	ދިވެހިރާއްޖެ	51
ފިލޯސަފީ	ހައްދަވާފައިވާ	51
ރިފަރެންސް	ކާނާގެ	51
ކާނާގެ	ފައިދާ	51
ފައިދާ	މިނިސްޓްރީ	51
ހެލްތު	ދިވެހިރާއްޖެ	51
ހުންނަ	މަހެކެވެ	51
ކުރެވިފައި	ނެތުމާއެކު	51
ދިވެހި	ބަހާއި	50
ޖޫން	ގައި	50
ގެ	މާނައަކީ	50
މީގެ	މާނައަކީ	50
އަގުހުރި	ޚިދުމަތްތަކެއް	50
ފުރަތަމަ	ފަހަރު	50
ޖުމްހޫރިއްޔާއެކެވެ	ޤައުމުގެ	50
މިއީ	ދިވެހި	50
ނިޒާމް	ޤިސްމު	50
އަދި	ހޯދިފައެއް	50
ދުވަހުގެ	ތެރޭގައި	50
ކެއްސުން	ބަލި	50
ފެންނަން	ހުރެއެވެ	50
މަޖުލީހުގެ	މެންބަރުކަން	50
